ISO1366,ISOalpha3,Country name,source,year,u1,u2,u3,u4,u5,u6,u7,u8,u9,u10,u11,u12,u13,u14,u15,u16,u17,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,r11,r12,r13,r14,r15,r16,r17,urban total,rural total
388,JAM,Jamaica,Multiple Indicator Cluster Survey - MICS00,2000,0.327,0.467,0.0,0.0,0.0,0.0,0.0,0.201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005,0.0,0.016,0.342,0.0,0.0,0.0,0.0,0.0,0.636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006,0.0,1.0,1.0
388,JAM,Jamaica,SLC - SLC00,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.189,0.0,0.0,0.0,0.0,0.0,0.0,0.006,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.587,0.0,0.0,0.0,0.0,0.0,0.0,0.015,0.001,0.0,0.198,0.603
388,JAM,Jamaica,Survey of Living Conditions - SLC01,2001,0.306,0.0,0.509,0.0,0.0,0.0,0.0,0.173,0.0,0.0,0.0,0.0,0.0,0.0,0.009,0.003,0.0,0.031,0.0,0.354,0.0,0.0,0.0,0.0,0.593,0.0,0.0,0.0,0.0,0.0,0.0,0.017,0.005,0.0,1.0,1.0
388,JAM,Jamaica,Survey of Living Conditions - SLC02,2002,0.326,0.0,0.453,0.0,0.0,0.0,0.0,0.219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.0,0.044,0.0,0.321,0.0,0.0,0.0,0.0,0.634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,1.0,1.0
388,JAM,Jamaica,SLC - SLC04,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.187,0.0,0.0,0.0,0.0,0.0,0.0,0.003,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.555,0.0,0.0,0.0,0.0,0.0,0.0,0.016,0.002,0.0,0.192,0.5730000000000001
388,JAM,Jamaica,Multiple Indicator Cluster Survey - MICS05,2005,0.298,0.051,0.453,0.005,0.002,0.003,0.173,0.0,0.009,0.0,0.0,0.0,0.0,0.0,0.005,0.001,0.0,0.018,0.017,0.422,0.001,0.0,0.002,0.503,0.0,0.029,0.0,0.0,0.0,0.0,0.0,0.007,0.001,0.0,1.0,1.0
388,JAM,Jamaica,SLC - SLC06,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008,0.0,0.17700000000000002,0.544
388,JAM,Jamaica,SLC - SLC07,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.015,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.572,0.0,0.0,0.0,0.0,0.0,0.0,0.017,0.001,0.0,0.18,0.59
388,JAM,Jamaica,SLC - SLC08,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.154,0.0,0.0,0.0,0.0,0.0,0.0,0.011,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.457,0.0,0.0,0.0,0.0,0.0,0.0,0.019,0.003,0.0,0.168,0.47900000000000004
388,JAM,Jamaica,Survey of Living Conditions - SLC09,2009,0.371,0.0,0.47,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.056,0.0,0.43,0.0,0.0,0.0,0.0,0.511,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.0,1.001,0.999
388,JAM,Jamaica,Survey of Living Conditions - SLC10,2010,0.313,0.0,0.531,0.0,0.0,0.0,0.0,0.146,0.0,0.0,0.0,0.0,0.0,0.0,0.007,0.003,0.0,0.056,0.0,0.461,0.0,0.0,0.0,0.0,0.474,0.0,0.0,0.0,0.0,0.0,0.0,0.003,0.005,0.002,1.0,1.001
