ISO1366,ISOalpha3,Country name,source,year,u1,u2,u3,u4,u5,u6,u7,u8,u9,u10,u11,u12,u13,u14,u15,u16,u17,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,r11,r12,r13,r14,r15,r16,r17,urban total,rural total
222,SLV,El Salvador,Multiple Indicator Household Survey - EHPM04,2004,0.622,0.082,0.0,0.0,0.0,0.0,0.0,0.279,0.042,0.0,0.0,0.0,0.0,0.0,0.0,0.017,0.0,0.0,0.023,0.067,0.0,0.0,0.0,0.0,0.0,0.071,0.0,0.0,0.0,0.0,0.0,0.0,0.152,0.0,0.0,0.687,0.758,0.237,1.279,1.758
222,SLV,El Salvador,Encuesta de Hogares de Propositis Multiples - EHPM05,2005,0.597,0.087,0.0,0.0,0.0,0.0,0.0,0.237,0.014,0.0,0.0,0.0,0.0,0.0,0.0,0.039,0.0,0.0,0.024,0.081,0.0,0.0,0.0,0.0,0.0,0.016,0.0,0.0,0.0,0.0,0.0,0.0,0.208,0.0,0.0,0.662,0.678,0.222,1.196,1.669
222,SLV,El Salvador,Multiple Indicator Household Survey - EHPM06,2006,0.617,0.102,0.0,0.0,0.0,0.0,0.0,0.236,0.011,0.0,0.0,0.0,0.0,0.005,0.0,0.039,0.0,0.0,0.024,0.097,0.0,0.0,0.0,0.0,0.0,0.016,0.0,0.0,0.0,0.0,0.066,0.0,0.184,0.0,0.0,0.612,0.628,0.225,1.2349999999999997,1.627
222,SLV,El Salvador,Encuesta de Hogares de Propositis Multiples - EHPM07,2007,0.559,0.112,0.0,0.0,0.0,0.0,0.0,0.251,0.019,0.0,0.0,0.0,0.0,0.005,0.0,0.032,0.0,0.0,0.021,0.115,0.0,0.0,0.0,0.0,0.0,0.018,0.0,0.0,0.0,0.0,0.107,0.0,0.177,0.0,0.0,0.557,0.575,0.231,1.2089999999999999,1.57
222,SLV,El Salvador,Census - CEN07,2007,0.535,0.17,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.0,0.0,0.0,0.017,0.0,0.011,0.0,0.005,0.018,0.118,0.0,0.0,0.0,0.0,0.0,0.575,0.0,0.0,0.0,0.0,0.148,0.0,0.14,0.0,0.001,0.9980000000000001,1.0
222,SLV,El Salvador,Encuesta de Hogares de Propositis Multiples - EHPM08,2008,0.545,0.105,0.0,0.0,0.0,0.0,0.0,0.28,0.041,0.0,0.0,0.0,0.0,0.021,0.0,0.012,0.0,0.0,0.008,0.098,0.0,0.0,0.0,0.0,0.0,0.093,0.0,0.0,0.0,0.0,0.125,0.0,0.123,0.0,0.0,0.548,0.641,0.239,1.2429999999999999,1.636
222,SLV,El Salvador,Reproductive Health Survey (RHS) | Institute for Health Metrics - RHS08,2008,0.622,0.131,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.005,0.021,0.0,0.01,0.0,0.0,0.05,0.147,0.0,0.0,0.0,0.0,0.0,0.539,0.0,0.0,0.0,0.008,0.147,0.001,0.108,0.0,0.0,0.999,1.0
222,SLV,El Salvador,Encuesta de Hogares de Propositis Multiples - EHPM09,2009,0.563,0.109,0.0,0.0,0.0,0.0,0.0,0.255,0.043,0.0,0.0,0.0,0.0,0.026,0.0,0.008,0.0,0.0,0.006,0.106,0.0,0.0,0.0,0.0,0.0,0.104,0.0,0.0,0.0,0.0,0.148,0.0,0.114,0.0,0.0,0.514,0.618,0.213,1.2169999999999999,1.61
222,SLV,El Salvador,Encuesta de Hogares de Propositis Multiples - EHPM10,2010,0.558,0.112,0.0,0.0,0.0,0.0,0.0,0.252,0.047,0.0,0.0,0.0,0.0,0.026,0.0,0.007,0.0,0.0,0.008,0.117,0.0,0.0,0.0,0.0,0.0,0.099,0.0,0.0,0.0,0.0,0.158,0.0,0.104,0.0,0.0,0.504,0.604,0.205,1.2069999999999999,1.594
222,SLV,El Salvador,Encuesta de Hogares de Propósitos Múltiples (EHPM) - EHPM11,2011,0.588,0.133,0.0,0.0,0.0,0.0,0.0,0.247,0.043,0.0,0.0,0.0,0.0,0.027,0.0,0.006,0.0,0.0,0.006,0.13,0.0,0.0,0.0,0.0,0.0,0.099,0.0,0.0,0.0,0.0,0.168,0.0,0.094,0.0,0.0,0.501,0.6,0.204,1.2479999999999998,1.598
